按捺	按纳	0.007696822727275057	-14.50043291398381	0.663413256244247	0.008394141093340024	-15.878449585525402	0.4748136651949858	-0.0024633673334470974	5.913161689724966	0.29741418685255316	0.014720001495364756	-28.464001283142867	0.8476109601296724	-0.0024633673334470974	5.913161689724966	0.29741418685255316	0.014173334322602133	-27.37631582862531	0.8571599233579927	-0.0019523323852556095	4.884789030766957	0.2264013133982341	
按语	案语	0.002158816918417794	-3.4434406166048666	0.11336063764418214	0.0037831600082184336	-6.6484427115396345	0.13781279850990658	0.0008343921139853938	-0.8093441448205823	0.0037927282023418885	0.003028198559525186	-5.133149821016677	0.07633377189333057	0.0008343921139853938	-0.8093441448205823	0.0037927282023418885	0.0025153904184995746	-4.1128325564239345	0.06395406172644469	-0.0002240351803584062	1.320564380497021	0.0003219990083948021	
百废俱兴	百废具兴	0.006568892676177755	-12.370203378776802	0.5301380642050062	0.011047833983779835	-21.20321789995991	0.7302804604212081	0.013239409397938107	-25.841559214586244	0.21071151864263227	-0.0020066738584730045	4.821705100489	0.01834075276457181	0.013239409397938107	-25.841559214586244	0.21071151864263227	-0.002191027928498235	5.188508244196492	0.0263118561616853	0.013174815378522053	-25.71157451618126	0.2429996684983965	
百叶窗	百页窗	0.008233172377617368	-15.587750047468758	0.687716609145449	0.008257902163760544	-15.638102513495756	0.4509052017949061	0.004128929802940257	-7.341889538752817	0.2878519998480704	0.008723001646805728	-16.58288740336679	0.12168728599395395	0.004128929802940257	-7.341889538752817	0.2878519998480704	0.010271915736353332	-19.664710136869946	0.18543579907222885	0.004222192890500187	-7.529565963008734	0.33890483980054886	
斑白	班白	0.007796188225887105	-14.684140634780306	0.6330624854527782	0.01086737432187857	-20.743218652782037	0.59010767057742	0.002807063394861634	-4.698333737254473	0.2565138611293283	0.0009931837730000588	-1.040672871025206	0.02913993759021838	0.002807063394861634	-4.698333737254473	0.2565138611293283	0.0006154650622191431	-0.2891385426944396	0.013475773495813637	0.0023709760639024635	-3.8207806693666093	0.2220444562459748	
斑白	颁白	0.007717627111590297	-14.535115752145234	0.6367271483061492	0.01022768683683939	-19.488640924305724	0.5632176382273419	-0.0013937739936804175	3.7432974617568084	0.09424111378440969	0.002214015264272451	-3.492774264369662	0.04920276227500975	-0.0013937739936804175	3.7432974617568084	0.09424111378440969	0.0020665555591141693	-3.199378604339616	0.0518408463234008	-0.001133801598267814	3.2201463378037842	0.0757219113166755	
斑驳	班驳	0.00857487847204414	-16.201120330787024	0.6802646464606104	0.012676914976181154	-24.293745876333197	0.7005634808615162	0.0025507370934629847	-4.148535951794853	0.3680311390988008	0.0009984716345190037	-1.016953743613474	0.15413788550791097	0.0025507370934629847	-4.148535951794853	0.3680311390988008	0.000665885399978694	-0.3552180034328696	0.08113395582919825	0.0033999905229557307	-5.857516931714768	0.4791405491246755	
孢子	胞子	0.0037143499461618898	-6.438310521912532	0.32323632113525635	0.005922182094947992	-10.79410374709527	0.32501563589535787	0.0001252294386025156	0.745377060684808	0.10639276999561798	0.00038315493650645325	0.23047496573199014	0.4099321345799617	0.0001252294386025156	0.745377060684808	0.10639276999561798	0.00038661962173494596	0.22358139649419276	0.4619713397262739	0.00012151654293129151	0.7528486423411828	0.11975548696506189	
保镖	保镳	0.010222799451253706	-19.56357880105586	0.8087015175611483	0.011829878011673345	-22.737125949869643	0.7090264332371605	-0.000709475639719237	2.382712848087994	0.04165082855398172	0.012427001430861284	-23.876755019647174	0.5963506396121316	-0.000709475639719237	2.382712848087994	0.04165082855398172	0.012193593053527296	-23.412350151544466	0.6326418507478855	-0.0009099010578474736	2.7860356020555668	0.07845117567182713	
保姆	保母	0.009050521791580337	-17.16712275998974	0.6526683463117032	0.011748787050538834	-22.492051177705854	0.5640204539743936	0.00019601254932031468	0.5905880669978358	0.012305919111235908	0.003322810186624725	-5.671839504638599	0.27566375640418894	0.00019601254932031468	0.5905880669978358	0.012305919111235908	0.0035272951700382944	-6.07869645633931	0.3406023352577183	0.0003113236697451687	0.35854365719413545	0.035916797913785214	
保姆	褓姆	0.009396595209810399	-17.863338289000882	0.6552983567635341	0.011489790500762154	-21.994706215491163	0.5250510851335568	0.0005811208084652985	-0.17515748211332927	0.5954682019025518	0.006715014791817464	-12.436348873886274	0.5544864759699144	0.0005811208084652985	-0.17515748211332927	0.5954682019025518	0.006480532439174236	-11.969807152910553	0.5825672462030673	0.0005697015243875548	-0.15217807647725248	0.6313159408877999	
